gene	log2(fold_change)	p_value
Mtl5	-0.190564	0.75105
Efna3	-0.115982	0.7511
Larp4b	0.0578853	0.75115
Nudt2	0.0893575	0.75125
Katnbl1	0.0622878	0.7513
Sik3	0.0605803	0.7513
Tnrc6c	-0.0612338	0.7513
Fam96b	0.0675718	0.75135
Alg1	-0.0819741	0.7514
Slc25a30	-0.0686404	0.7514
Ppp1r16a	-0.0682937	0.75145
Smim7	0.0560171	0.7516
1700003F12Rik	0.229242	0.75165
Lbx2	0.254211	0.75165
Ctsd	-0.0658038	0.7517
Dhx30	-0.0585541	0.75175
Gpkow	0.0607794	0.7518
Sec22c	0.0762027	0.7518
Rbmx	0.0663976	0.75195
Srek1ip1	0.0699033	0.75195
8430429K09Rik	-0.0951311	0.75205
Zfp454	0.144191	0.75205
Kdm4b	0.0632307	0.7521
Cml3	0.186471	0.75215
Cobl	-0.0737481	0.75225
Spsb3	-0.0647022	0.75225
Adamts15	-0.102785	0.7524
Akirin1	-0.0577251	0.75245
Ftl1	0.0768136	0.75245
Gnb2l1	0.0626673	0.7525
Rock1	-0.0546685	0.7525
Map2k4	-0.056477	0.75255
Rogdi	-0.0800959	0.75255
Slc25a5	0.055123	0.75255
Taf15	0.0577408	0.75255
4930511M06Rik	-0.134451	0.7526
Srrm2	0.0753124	0.7527
Twist1	-0.062037	0.75275
Trabd	0.0590442	0.75295
Parp3	-0.0571154	0.753
Rab4b	-0.0614038	0.753
Tssc1	-0.0718375	0.753
Frmd6	0.0562382	0.7531
Kin	0.0787675	0.75345
0610037L13Rik	0.0667516	0.7535
Eif2c3	-0.0833251	0.7535
Snora81	-0.16207	0.7535
Exosc7	0.07537	0.7536
Dapk2	0.190762	0.75365
Lgals6	-0.508701	0.7537
Ormdl3	-0.0565364	0.75375
Gsta4	-0.0873481	0.754
Polg2	0.119669	0.7541
Tnfrsf12a	-0.0674846	0.75415
Slc25a16	-0.0658187	0.75425
Tmc4	-0.243493	0.7543
Slc25a45	-0.11172	0.75435
Gm5617	-0.11657	0.7544
Sept9	0.0561868	0.75445
Tmed2	0.0567114	0.7545
Mpp1	0.0730073	0.7546
Uck1	-0.0705864	0.7546
Klhl25	0.0722359	0.7547
2310009B15Rik	0.0978496	0.7548
Adrbk1	0.0559026	0.7549
Ppa1	0.0588211	0.7549
Kdm3b	0.056191	0.75495
2410004B18Rik	0.0850431	0.755
Cnnm2	-0.0851663	0.75505
Pigx	-0.0736959	0.75505
Taf5	0.210312	0.75505
Mettl16	0.061525	0.7552
B4galt4	-0.0780479	0.75525
St5	0.0573492	0.75525
Rac3	0.0893002	0.7553
Rplp1	0.0618962	0.7554
Ulk4	0.12831	0.7554
Cgrrf1	-0.0665277	0.75545
2410015M20Rik	-0.0588482	0.7555
Gpatch1	-0.0675806	0.7555
Tfe3	0.0589814	0.75555
Slc35a2	0.0636025	0.7556
Cyr61	0.0556751	0.75565
Trim46	-0.0729458	0.7557
Selm	-0.0563961	0.7558
9530068E07Rik	-0.0553859	0.7559
Magt1	0.0550004	0.756
Fam160b2	-0.0601411	0.75605
Idh3a	-0.0554729	0.7561
Rmnd1	-0.100333	0.7561
Ggh	0.0745053	0.75615
B9d2	0.0938598	0.7563
Csdc2	0.0693629	0.7563
Prkd1	-0.0748341	0.7563
l7Rn6	-0.0645578	0.75635
Higd1a	-0.0558104	0.75665
Mlycd	-0.0738515	0.7567
Arid2	0.0557547	0.7568
Dkk2	-0.0588206	0.7568
Ubtf	0.0540446	0.757
Pinx1	0.0691463	0.75705
Alg3	0.0701811	0.7571
Col18a1	-0.0742695	0.7571
Tmem206	-0.100683	0.7571
Usp30	-0.0635159	0.75735
Ube2z	0.0537384	0.7574
Hpdl	0.150732	0.75745
Lpar6	0.107658	0.75745
Ltn1	0.0549226	0.7575
Zfp959	0.111276	0.75755
Crot	-0.0594766	0.7576
Dguok	-0.0717735	0.75765
Snora28	-0.356043	0.75765
Tmem150b	-0.156298	0.75765
Ddit4	0.0581018	0.7577
Psmb3	0.0544939	0.7577
Tmem237	-0.0697464	0.7577
Mien1	-0.0818039	0.75785
Srsf10	0.0540663	0.75785
Cox14	-0.0606166	0.7579
Eea1	-0.0557916	0.7579
Rsu1	-0.0542789	0.7579
Cdkn1a	-0.055301	0.758
Epha1	-0.0729637	0.758
Stxbp1	0.054941	0.75815
Zbtb7a	-0.0566948	0.7583
1700066M21Rik	0.076141	0.75835
Lin7b	0.446444	0.75835
Vapa	-0.0542291	0.75835
Yif1b	0.0580816	0.75835
Gm14872	0.120664	0.7585
Scamp2	-0.0569561	0.75855
Tsc22d2	-0.0545691	0.75855
Gpr3	-0.139883	0.7586
Wdr61	0.0574008	0.7586
Itga9	-0.0553093	0.75865
Dclk2	0.0741488	0.75875
Arfip1	0.0546569	0.7589
Pigq	-0.0553316	0.7589
Prkar1a	-0.0560836	0.7589
Hprt	-0.0537441	0.759
Nxf1	0.0547543	0.75905
Acta2	-0.0994189	0.7592
Extl2	0.0615629	0.75925
Ddx23	0.0553531	0.75935
Rufy2	-0.0733289	0.7594
Six5	-0.0739504	0.7594
Trpv4	-0.160183	0.75945
Dab2ip	0.05523	0.7595
Rinl	-0.160089	0.7595
Riiad1	-0.179338	0.75965
Ssna1	0.0601898	0.7598
Asphd2	-0.111378	0.76
Mknk1	-0.0626575	0.76
Cdk13	-0.0566099	0.76005
Gm7120	0.0698145	0.76005
Hk2	-0.0550288	0.7601
Sugp2	-0.069427	0.7601
Vkorc1	0.058174	0.7601
Asnsd1	-0.0588368	0.76015
C1qtnf7	0.0568759	0.76015
Ppp2r2b	0.175815	0.76015
Zfp57	-0.0619743	0.76015
Spata1	-0.196566	0.7602
Lypd1	-0.088758	0.76025
Rbm43	-0.071011	0.76035
Gnpat	-0.0553762	0.7604
Fbxw11	-0.0517563	0.76045
Msrb2	0.0613067	0.76045
Rbm4b	0.0904513	0.76045
Utp14a	-0.0645111	0.76045
Gtf2f2	0.061632	0.76055
Lnx1	0.336965	0.76065
Tbc1d19	-0.0621978	0.76065
Dnajc5	0.0533012	0.7607
Trak2	-0.0539385	0.76075
Mras	-0.0626138	0.76095
Agfg2	-0.0689427	0.76105
Stxbp2	0.0590581	0.76125
Gins4	-0.068633	0.76145
Pdcd4	0.107859	0.76155
Ppcs	0.0764457	0.76155
Gbf1	0.054014	0.7616
Wwp2	-0.0565879	0.76165
Gm16675	-0.186536	0.76185
Zfp655	0.0603668	0.76185
Ssx2ip	0.0766216	0.7619
Zbtb14	-0.0660422	0.7619
Mtmr4	-0.0568422	0.76195
Clip3	-0.0532808	0.762
Evi5	-0.0541635	0.762
Gpn1	-0.0617144	0.76215
Sept7	0.0541658	0.76225
2510009E07Rik	-0.0622968	0.76235
Hyal2	0.0584925	0.76235
Ndufs4	-0.0578876	0.76235
Mut	-0.0574585	0.7624
Pms2	0.0862829	0.76245
Hoxb4	-0.120446	0.7625
4930562F07Rik	-0.157293	0.76255
Dera	-0.0729589	0.76255
Eif3l	0.0525186	0.7626
Pcdhga6	0.459475	0.7626
Vps54	-0.057925	0.7626
Dynlt1a	0.165755	0.76275
Ikzf2	-0.110899	0.76275
Bmpr2	-0.0547748	0.7628
Sav1	0.11765	0.76285
Slc25a20	-0.062141	0.76285
Ube2m	-0.0554109	0.7629
Rarb	0.0548185	0.76295
Scaf1	-0.0537227	0.76295
Tatdn1	-0.137366	0.76305
Auts2	-0.0717458	0.76315
Mroh1	0.0686816	0.7632
Mark2	0.0560917	0.76325
Erbb2ip	-0.052915	0.7633
Ccdc59	0.0626131	0.76335
Lgals8	-0.0539772	0.76345
Pigo	-0.07251	0.76345
1700101I11Rik	-0.604395	0.76365
Caml	-0.0592636	0.7637
Mrpl11	0.0619401	0.7637
Clk3	0.0548704	0.7638
Timm10	0.0720086	0.7638
Ksr1	-0.0645678	0.76395
Coq4	-0.0868495	0.764
Cox7c	-0.053461	0.76415
Dnpep	-0.0528105	0.76415
Ptprk	-0.0586194	0.7642
Ifi202b	-0.0570865	0.76425
Pygb	0.0534134	0.76425
Zfp867	-0.0730227	0.76425
Pafah1b2	0.0541459	0.7643
"Prl2c3,Prl2c4"	0.0866827	0.7644
Mlf2	0.0539363	0.76475
Rpl3	0.0577325	0.76475
Marf1	0.0542874	0.7648
Osbpl5	-0.0532081	0.7648
Cndp2	-0.0542387	0.7651
Fopnl	0.0570378	0.7651
Tnfrsf1b	-0.0809228	0.7651
Wdr26	0.0516445	0.76515
March8	-0.0526744	0.7652
Arl4a	0.0786812	0.76525
Palm	0.0529163	0.7653
Sfr1	0.0527733	0.7653
Atrn	0.0520459	0.7654
Mrps31	-0.0678181	0.7654
Srp72	0.0519728	0.7654
Zfp658	0.10613	0.7654
Ergic3	0.0528039	0.7655
Supt6	0.0520581	0.76555
2210016L21Rik	-0.0619217	0.7656
Zfand3	-0.0515672	0.76565
Rnf138	-0.0592209	0.7657
Stam	0.0552496	0.76595
Papd5	0.0600132	0.7661
Spg21	0.0522524	0.76615
Pafah1b1	-0.0518513	0.7664
Atp5a1	0.0549621	0.7665
Ebp	0.0675158	0.7665
Tmed10	0.0527938	0.7665
Slc44a3	0.122253	0.76655
Ttc5	0.0640592	0.76655
Strada	-0.0701471	0.7666
Itga5	0.0557462	0.76665
AI464131	-0.0744628	0.7667
Coro1b	0.0523277	0.76675
Cox19	-0.0666762	0.7668
Macrod1	-0.091699	0.7668
Zfp938	0.0788342	0.76685
Vps16	0.0639137	0.7669
Zfp866	0.0672819	0.76695
Grwd1	0.0602581	0.767
Rara	-0.0592926	0.76705
Rfx7	0.0593392	0.7671
Akt3	-0.0505398	0.7672
Ercc3	-0.0544539	0.7672
Exosc5	-0.0681329	0.7673
Bgn	0.0668936	0.76735
Dexi	0.0781013	0.76735
Mthfd2l	-0.0847629	0.76735
Tlr5	-0.144742	0.76735
Scp2	-0.0518709	0.76745
Smad1	0.0568415	0.76745
Ranbp10	0.0556843	0.7675
Thumpd1	0.0559663	0.7675
Zfp748	0.0894328	0.7675
Zfp28	0.0754808	0.76755
Mff	-0.0521634	0.7676
Pgm2l1	-0.0899166	0.7676
Ate1	-0.0520542	0.76765
Nt5c3l	0.13309	0.76765
R3hdm4	0.0532814	0.76765
Lxn	0.0842098	0.7677
2310003H01Rik	-0.0723674	0.7678
Ctif	-0.0597818	0.7678
Fam189b	0.0566586	0.7678
Gm9767	-0.243645	0.7679
Msl2	0.0568169	0.7679
Akap9	-0.0552761	0.76795
Slu7	-0.0555823	0.76795
Smad4	0.053036	0.76795
Ccdc164	-0.159716	0.768
Lipe	0.0935012	0.76805
Trnau1ap	0.0663516	0.7681
Ipp	-0.0738046	0.76815
Agfg1	0.0534969	0.7682
Gramd1b	0.0604077	0.76835
Tmem219	-0.0705708	0.76845
Zmat3	-0.052271	0.76845
Echdc2	0.0674003	0.7685
Fosl2	-0.0541232	0.7685
Grb2	-0.0527267	0.76875
Apbb1ip	-0.0519061	0.76885
Slc25a22	-0.0572281	0.7689
Wac	0.0527836	0.76895
Gtf2h2	0.0744358	0.76905
Mrpl16	-0.0598674	0.7692
Ryk	0.0503962	0.76925
Tex264	-0.0533145	0.76925
Snupn	-0.073284	0.7694
Creb3l4	0.129435	0.7695
Nfrkb	0.0614523	0.7695
Rsf1	0.0537906	0.76955
Pigl	-0.0883819	0.76965
Eftud1	0.0630844	0.7697
Pcnt	0.0619967	0.7697
Nif3l1	-0.0594564	0.7698
Slc1a6	0.0659492	0.76985
Zfp622	-0.0557759	0.7699
Fbxo47	-0.17798	0.76995
Pold4	-0.0594469	0.76995
Bcl9l	0.0520107	0.77
4632434I11Rik	0.0794336	0.7701
5730409E04Rik	-0.0550705	0.7701
Rabl5	-0.0718973	0.7701
Zfp84	0.0671985	0.7702
Kctd6	0.0833144	0.7704
Orai1	-0.073714	0.77045
Lsm11	-0.064624	0.77055
Ogdhl	-0.0741084	0.77055
Ahi1	0.0585814	0.7706
Znf512b	0.0655173	0.7706
5730405O15Rik	0.233088	0.7707
Crp	-0.120641	0.7707
Zfp398	-0.0881765	0.7707
Pot1a	0.0743416	0.77075
Trappc3	0.0536737	0.77075
Lrrc8e	0.0715401	0.77085
Zranb2	0.0527405	0.77085
Efhd2	0.0555854	0.7709
Mrps21	0.0620028	0.771
Adss	0.0514292	0.7713
Fam63a	0.0587029	0.7713
Nudt15	0.105664	0.77135
Hras1	0.0543296	0.7714
Rps6ka5	-0.103595	0.77145
Chst14	0.0572984	0.7715
Zfp106	0.0501262	0.7715
Cand2	0.228946	0.77165
Slfn2	0.0899767	0.77165
Ube2g2	0.0522743	0.77165
Ttc23	-0.0629244	0.7717
Sdhaf2	-0.0547877	0.7719
Serpinb6a	-0.0536065	0.77195
Zfr	-0.0488232	0.77195
Ap3s2	-0.0570218	0.7721
Cd164	-0.0534073	0.77215
Kxd1	-0.0613033	0.7723
Mrps27	-0.0645437	0.77235
Rps27l	-0.0511718	0.7724
Akr1b8	-0.0536473	0.77245
2610507B11Rik	-0.0502018	0.7725
Mdga1	-0.0985603	0.7726
Mex3c	-0.0516763	0.77275
Nr2c1	-0.0577532	0.77275
Tspan5	0.0550726	0.7728
Zkscan14	-0.0915531	0.773
H2-T9	0.0991201	0.7732
Ergic1	0.0503264	0.77325
Slc2a10	-0.0624785	0.77325
Med29	-0.0596499	0.7734
Slc17a5	-0.0575249	0.7734
Adnp	0.0515483	0.7736
Hist1h2ae	0.211997	0.77395
Vps13b	0.0541847	0.77415
Actr3	0.052312	0.77425
C330006A16Rik	-0.0541912	0.77425
Trmt2a	0.0719715	0.77425
Idh1	0.0489665	0.7743
2410004N09Rik	-0.0907766	0.7744
Anxa1	-0.0531042	0.7744
Arfgap2	0.0507482	0.77445
Tm9sf2	0.0500985	0.77455
Pmm2	0.0567841	0.7746
Glt25d1	0.0497414	0.7747
Sharpin	-0.0581519	0.7748
A130010J15Rik	0.0883119	0.77485
Ddx52	0.0563166	0.77485
Nploc4	-0.048402	0.77495
Hspa5	0.0549538	0.775
Btg2	-0.0506585	0.77515
Ifnar2	-0.0555606	0.7752
Cops7b	0.0614607	0.77525
Slc25a47	0.148774	0.77525
Zfp787	0.0677307	0.77525
Eif2ak3	0.0620617	0.77545
Gm10190	-0.199345	0.77545
Fut8	0.0611119	0.7755
Mettl6	0.0614323	0.77565
Mrp63	0.0633693	0.77565
Sepn1	0.0503919	0.77565
C77080	0.107648	0.77575
Fam49b	0.0549968	0.77575
Igdcc4	0.0554636	0.77585
Mtfr1l	0.0516842	0.7759
Coa5	0.0514076	0.77595
Ftsjd1	0.0745272	0.77595
Zfp931	-0.133965	0.776
Tmem38b	-0.0595526	0.77605
Camsap1	0.0504254	0.77615
Map4k1	0.157332	0.77615
Plk3	0.0670589	0.77615
Pnkp	-0.0569144	0.7762
Wnt4	-0.103596	0.7762
Wipf1	0.053022	0.77635
6430548M08Rik	-0.0631081	0.7764
Eef2k	0.0545739	0.7764
Nqo2	-0.182736	0.7764
Zfp330	0.0515433	0.77645
Pkd1	-0.058971	0.77655
Ubald2	0.232732	0.7766
Gusb	-0.0506979	0.77675
Mreg	-0.132012	0.77685
H60b	0.190132	0.7769
Rab2a	0.0489975	0.7769
Rmdn2	-0.0675404	0.77695
Srp14	-0.0498395	0.77695
Rnf13	0.0535151	0.77705
Inpp5f	-0.0569049	0.7771
Rrp36	0.0604331	0.7771
Sgk1	-0.051241	0.77715
Rasal2	-0.067623	0.7772
Acvr1	0.0557056	0.77725
Tatdn2	-0.0523512	0.77725
Cox11	-0.0992373	0.7776
Lgals4	-0.10844	0.7776
Mtx1	0.0567705	0.77765
Atg13	-0.0529056	0.7777
Zfp358	-0.0584322	0.77775
Map1lc3b	-0.0490219	0.7778
Mrpl48	0.144268	0.7778
Rnaseh2b	0.0716794	0.7778
Atp5h	-0.0493128	0.77795
Lbh	-0.0596238	0.778
BC005624	0.0552664	0.77805
Dclre1a	-0.0659758	0.77805
Gemin5	-0.0526779	0.77815
Snrpf	0.0599789	0.77815
Ints10	0.062722	0.77825
Syn1	-0.594312	0.7783
Dpy19l4	-0.063176	0.77835
AU021063	-0.418086	0.7784
Klhl28	0.0696131	0.77845
Emc9	-0.18491	0.7785
Rab11fip2	-0.0499799	0.7785
Trmt44	0.0755718	0.7787
Ndufv1	0.0502783	0.77875
Tom1	0.0533394	0.7788
Ap2s1	0.0513965	0.7789
Nfyb	0.0611285	0.77905
Coil	0.07501	0.7791
Extl3	0.0490094	0.7791
Gpc1	0.0490048	0.7791
Gps2	0.0622479	0.7791
Ube2f	0.0527122	0.7791
Abcf3	0.0541296	0.77915
Lmf2	0.0515324	0.77915
Npas4	-0.087481	0.77915
Bcl7a	0.0604639	0.77925
Kif24	0.116461	0.77945
Fmr1	0.048564	0.7795
Sdc4	-0.0509456	0.7795
Rev1	0.121983	0.77955
Tcf12	0.049328	0.77965
Isca1	-0.0486833	0.77975
Kif3c	0.0640833	0.7798
Vegfb	0.0565968	0.7802
Tvp23a	-0.0808328	0.78025
Nmrk1	-0.0758428	0.7803
Pwp2	0.0532333	0.78035
Tpd52	0.0511187	0.78035
Pomt2	0.0723228	0.7804
Cpne8	-0.0758728	0.78045
Hoxa7	0.117837	0.78045
Hdac11	-0.0650091	0.7805
Ift122	-0.0581963	0.7805
Atp1a1	-0.05067	0.78055
Id3	0.0481401	0.78055
Klhl7	-0.051174	0.78055
Atpaf2	-0.0662605	0.7807
Ext2	0.0500758	0.78075
Ndufa8	0.0517541	0.78075
Nt5m	-0.068714	0.78075
4933433G19Rik	-0.85113	0.7808
F11r	-0.0757685	0.7809
Ncln	0.0496175	0.7809
Trappc5	0.0556828	0.78095
Esrp2	-0.103678	0.781
Flywch2	0.0741224	0.78105
Hddc3	0.0744061	0.7813
Cklf	-0.0991851	0.7814
Abhd4	0.0482576	0.7815
Acp2	-0.0528204	0.78165
Usp46	0.0534382	0.78165
Kcnf1	-0.0886626	0.78175
Atp6v0a4	0.32952	0.7818
Ndufa1	-0.0527727	0.78185
4732415M23Rik	-0.146799	0.7819
Anapc7	0.0509362	0.7819
Tpbg	0.057629	0.78195
Zcchc3	0.0726941	0.7821
Dhx16	0.0539073	0.7822
Mepce	0.0557371	0.7822
Rab5a	-0.0493154	0.7822
Zdhhc21	-0.0578727	0.7823
Lfng	0.115633	0.7824
Mnda	0.086863	0.78265
Pcdha4	0.912208	0.78265
Nipal1	-0.0616743	0.7827
Grpel1	0.0603008	0.7828
2310057M21Rik	-0.068476	0.78285
Mrpl32	-0.0603571	0.7829
Narf	0.0539026	0.7829
Kcnab3	-0.107448	0.78295
Cav2	0.0639649	0.78315
Pcnx	0.0508238	0.78315
B3galt6	0.0830385	0.7832
Robo1	0.115056	0.78325
Cwc15	0.0497958	0.7833
Gabarapl1	0.047846	0.7833
Mmachc	0.0707603	0.78335
Nit1	-0.087132	0.78335
Pigyl	-0.0723624	0.7834
Zbtb24	0.0632434	0.7835
1810010H24Rik	0.140035	0.7836
Cldn23	-0.142759	0.7836
Iws1	0.0505168	0.7836
Zbtb21	-0.0590956	0.7838
Zfp868	0.0640527	0.7838
Plekhh2	0.0506993	0.78385
Ciz1	0.0520341	0.78395
Micu1	0.0481315	0.7841
5530601H04Rik	0.0897793	0.78415
Zfp93	0.0791952	0.78415
Gng2	-0.0473793	0.7842
Rprd1b	0.0562352	0.7842
Urod	0.0535881	0.7842
2610008E11Rik	0.0549298	0.78425
Prrc2b	0.0486689	0.78425
4930402H24Rik	-0.0503795	0.7843
Ptprj	0.0737737	0.78445
Creb1	0.0524578	0.78455
Edem1	-0.0493175	0.7846
Rap2c	-0.0498599	0.78475
Tmem144	0.0925902	0.78475
Rnf181	-0.0628648	0.7848
4930455C13Rik	0.178971	0.7849
Art5	0.162267	0.7849
Orc5	0.0580358	0.78505
Vps37c	0.0564215	0.78505
Fastkd1	-0.0747532	0.78515
Tmco1	-0.0482245	0.7853
Narg2	0.0665005	0.78535
Spon2	-0.0582327	0.78535
Lin37	-0.0687643	0.7854
H2-M3	0.086656	0.78545
Fam118b	0.129878	0.7855
Lrch1	-0.0650447	0.78555
Large	-0.0483013	0.78565
Dusp2	0.16264	0.7857
Per1	0.0601977	0.7857
Otud6b	0.0493873	0.7859
Pddc1	0.0603832	0.78595
Klhl20	0.0527642	0.786
Bcs1l	0.0706063	0.78605
Taf1d	0.0878668	0.78605
Il1r1	-0.0578867	0.7862
Psmf1	0.0520531	0.78625
Fam195b	0.0487131	0.7863
Scmh1	0.0561613	0.78635
Myo19	-0.076985	0.7864
Lonrf1	-0.0646579	0.78645
Car3	-0.132239	0.7865
Frmd3	0.0636525	0.7865
Mmp16	-0.104433	0.7865
Dnajb3	-0.33727	0.78655
Gstm7	0.114288	0.78655
Usp11	0.0669387	0.7866
Tab3	0.0623287	0.78665
Fxr2	-0.0477577	0.7867
Gria4	0.150002	0.78675
Sh3rf1	-0.0520927	0.7868
Tcf7l2	0.0694908	0.7868
Fundc2	0.0493965	0.7869
Gm9776	-0.0912519	0.7869
Vkorc1l1	-0.0593018	0.7869
Dram1	0.0663793	0.787
4833439L19Rik	-0.0530949	0.78705
Fetub	-0.153917	0.78705
Lsm10	0.0718133	0.7872
Ccdc94	0.0742598	0.78725
Nfu1	-0.0537617	0.78725
Adk	-0.0462498	0.7873
Pik3r4	-0.0535652	0.7875
Atp6v1h	-0.0480039	0.78755
Polr2f	0.055493	0.78755
Ncam1	0.0471315	0.7876
Ppil3	0.0633211	0.78765
Scin	0.143394	0.7877
Epm2a	0.10813	0.78775
Cyb5rl	0.101218	0.7878
Usp9x	0.0471848	0.7878
Sema6c	-0.0724997	0.78795
Vcl	-0.051945	0.78795
E130304I02Rik	-0.863166	0.788
Mettl2	-0.0566608	0.78835
Ap4b1	-0.0577419	0.7885
Taok2	0.0473968	0.7885
Pdp2	0.0747603	0.7888
Phf17	0.0481021	0.7889
Acat2	0.0554379	0.78895
Dleu2	0.262361	0.789
Usp14	0.0535318	0.789
Ccdc109b	0.095273	0.7891
Mocos	0.0595266	0.7891
Ankrd39	0.0781023	0.7892
Leprel1	-0.0764664	0.7893
Gskip	0.0530809	0.78935
Wipf2	-0.0570863	0.78935
Scyl1	0.111285	0.7894
Slc45a4	-0.0524157	0.7896
Uhrf1bp1l	-0.0479087	0.78965
Ogfod1	-0.0507795	0.78975
Nae1	-0.0491393	0.78985
Fam219b	-0.0569702	0.79
Mid1ip1	0.0488133	0.79
Rfc4	0.346993	0.79
Smcr7	-0.0664068	0.79
Fbxo21	0.0491201	0.79005
Ier3	-0.0491505	0.79005
G6pdx	0.062561	0.7902
Scamp3	0.0462387	0.7902
Flot1	-0.0474047	0.7903
Cst3	-0.0489613	0.79035
Gtf2b	0.051655	0.79035
Lck	0.106363	0.79035
Osbpl10	-0.110891	0.7904
Pcdhb16	-0.269157	0.7904
Tm4sf1	-0.0464639	0.7904
Zc3h12c	-0.0622355	0.7904
Nmt1	-0.0468988	0.79045
Zmym3	0.0600904	0.79045
Gabra3	0.1129	0.7905
1810013L24Rik	-0.047064	0.7906
Ccbe1	0.0845168	0.7906
Uqcc	0.0548306	0.7906
Gmppb	0.0813266	0.79065
Tmem216	0.0746614	0.79075
Chid1	-0.0767194	0.7909
Elp6	0.0741018	0.7909
Ppm1k	-0.0720526	0.791
Tbc1d16	0.0480129	0.791
Wdfy1	0.0593943	0.791
Osbp	-0.0466239	0.79115
Zfp273	-0.126383	0.7912
1700001G17Rik	0.161129	0.79135
Tmed7	-0.0462245	0.79135
Edem3	0.0465849	0.7914
Rpap2	-0.0719522	0.7914
Magee1	-0.0493831	0.7915
Tmtc2	-0.0829532	0.7915
Stk16	0.0772343	0.79155
Hnrnph1	0.0470967	0.79165
Psd	0.151546	0.79165
Yipf2	0.0978106	0.79165
A430078G23Rik	-0.116637	0.7917
Fdx1l	-0.114732	0.7917
Gemin2	0.0753681	0.79175
2500004C02Rik	-0.113937	0.79205
Smim12	0.0561078	0.79205
Zfp619	0.122933	0.79205
Ears2	-0.074072	0.7921
Lims1	0.0452835	0.7921
Mrpl22	-0.06085	0.79215
Zfp12	0.0574941	0.79215
Zscan29	-0.0560379	0.7923
Xkr8	0.0715502	0.79235
Tfb1m	-0.112228	0.79255
Adamtsl5	0.0626387	0.7926
Nkrf	-0.0693263	0.7928
Fam192a	0.0503289	0.79295
Ccdc175	-0.430183	0.793
Flot2	-0.0459659	0.7931
Ppp1cb	0.046396	0.7931
Zc3h7b	0.0466008	0.79315
Anapc11	0.0516966	0.7932
Thoc6	0.224426	0.7932
Asap3	-0.0642601	0.79325
Abca9	-0.0977511	0.79335
Gnai2	0.0464085	0.79345
Rgag4	-0.0740505	0.79355
AA987161	0.0675084	0.7936
Orc3	0.0705732	0.79365
Arl8b	0.0461855	0.7937
Dpep1	0.0893108	0.79375
Zfp94	-0.0979631	0.79375
Rufy3	0.0699591	0.7939
Tsc2	0.0897548	0.79395
Ppifos	0.183681	0.794
Ube2l3	0.0460054	0.794
2310033P09Rik	-0.0722429	0.79405
Gtpbp8	-0.0699547	0.79405
Tec	-0.0749755	0.7941
Tecpr2	0.0619955	0.7941
Bud31	0.0668433	0.79415
Rtn4	-0.0484686	0.7943
Plxna1	-0.0456229	0.79435
Rad54l2	0.0491835	0.79435
Ube3a	-0.048761	0.79435
Ddx19a	0.0525131	0.79445
Nos1ap	-0.136383	0.79445
Raph1	0.0471114	0.79445
Mll1	0.0484965	0.79465
Npc2	0.0481073	0.79465
Fam199x	0.0600602	0.7948
Arhgap4	0.128752	0.79485
Nat14	-0.075302	0.79485
Amica1	0.152453	0.7949
Arntl2	0.121575	0.7949
Hist1h2bg	0.151639	0.795
Mrpl50	0.0496527	0.795
9130206I24Rik	0.0963101	0.7954
Marcksl1	0.0465416	0.7954
Tmem147	-0.0478114	0.7954
Zc3h8	0.0696416	0.7954
Hsd17b11	-0.0467676	0.79545
Sec11a	-0.0456985	0.79545
Prpf18	0.0510987	0.79555
B4galt7	-0.0533901	0.7956
Mad2l1bp	0.0675344	0.7956
Pkdcc	0.0712344	0.79565
Mrps15	0.0535246	0.7957
Sgsm3	-0.112502	0.7957
Slc3a2	-0.0452832	0.7959
Drg1	-0.0465653	0.796
Rc3h1	0.0485853	0.79605
Gm608	0.0492439	0.7961
Lrrc8c	-0.0496684	0.7961
Tmem181b-ps	0.0659571	0.79615
Cmss1	0.294902	0.79625
Faim	-0.0629788	0.79625
Arid3a	-0.0579411	0.7963
Pip4k2c	-0.0702549	0.7963
Actr2	-0.0457781	0.79635
Nt5c2	0.0489902	0.79635
Slc39a6	0.0448723	0.79635
4930414N06Rik	0.545957	0.7964
Tubd1	-0.0942456	0.79645
Glg1	-0.0456534	0.7967
Hiat1	0.0466424	0.7967
Rpusd2	-0.0727515	0.7967
Proca1	-0.159174	0.79685
Gnas	0.0503258	0.7969
Pspn	-0.215606	0.7969
Atpaf1	-0.0552765	0.79695
Ethe1	-0.0560873	0.79695
Wars2	0.0741133	0.79695
Ppp2cb	0.0514816	0.797
Hpcal1	-0.0542957	0.79705
Pard6g	-0.0520167	0.79715
Slc7a11	0.0560324	0.7972
Sec24c	0.0453679	0.7974
Kcnab1	0.0509386	0.7975
Wdr24	-0.0552121	0.7975
Irf9	-0.0576281	0.79755
Lamtor2	0.0528424	0.7976
Rpl13a	0.0497617	0.79765
Katna1	0.0569622	0.7977
Klc4	-0.0552482	0.7978
Hectd2	0.0801883	0.79785
Tm9sf4	0.0466114	0.79785
BC003331	-0.104729	0.7979
Panx1	0.0657643	0.7979
Smug1	-0.060016	0.79795
1700012D14Rik	0.195271	0.79805
Dgka	-0.0581937	0.79805
Smap1	0.0456393	0.7981
Ei24	0.0448241	0.7982
Cirbp	-0.0442334	0.79825
Schip1	0.0540772	0.79825
Tbc1d25	0.0674665	0.7985
Nhej1	0.103884	0.79855
